id,page_url,section,severity,issue_code,current_it,en_reference,source_file,source_key_or_id,context,rewriter_notes,status
"IT-0026","/it/blog-posts/2026-04-23-the-future-of-cloud-what-cloud-really-means-why-its-centralized-and-what-comes-next.html","body copy","P2","ANGLICISM","Se il tuo obiettivo è ridurre il lock-in e migliorare la resilienza, utilizza questa lista di controllo per confrontare gli approcci:","If your goal is to reduce lock-in and improve resilience, use this checklist to compare approaches:","src/i18n/replacements/it.json","byStem.blog-posts_2026-04-23-the-future-of-cloud-what-cloud-really-means-why-its-centralized-and-what-comes-next","EN: If your goal is to reduce lock-in and improve resilience, use this checklist to ","Acceptable in B2B tech; alternative: vincolo al fornitore.","open"
"IT-0027","/it/blog-posts/2026-04-23-the-future-of-cloud-what-cloud-really-means-why-its-centralized-and-what-comes-next.html","body copy","P2","ANGLICISM","Evasione pianificata dal lock-in: libertà di cambiare fornitore","Planned escape from lock-in: freedom to switch providers","src/i18n/replacements/it.json","byStem.blog-posts_2026-04-23-the-future-of-cloud-what-cloud-really-means-why-its-centralized-and-what-comes-next","EN: Planned escape from lock-in: freedom to switch providers","Acceptable in B2B tech; alternative: vincolo al fornitore.","open"
"IT-0028","/it/blog.html","body copy","P2","META","Blog dell'Elemento","Elemento Blog","src/i18n/replacements/it.json","byStem.blog","EN: Elemento Blog","Prefer Blog Elemento or Blog di Elemento.","fixed"
"IT-0029","/it/blog.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.blog","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0030","/it/brand-guidelines.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.brand-guidelines","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0031","/it/compare-costs.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.compare-costs","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0032","/it/contact.html","body copy","P1","ANGLICISM","SÌ! Elemento è progettato per essere self-hostable, offrendoti il ​​controllo completo sulla tua infrastruttura e sui tuoi dati. Puoi eseguire la distribuzione sui tuoi server, cloud privato o ambient…","Yes! Elemento is designed to be self-hostable , giving you complete control over your infrastructure and data. You can deploy on your own servers, private cloud, or hybrid environments.","src/i18n/replacements/it.json","byStem.contact","EN: Yes! Elemento is designed to be self-hostable , giving you complete control over","Use auto-ospitabile or installabile on-premise.","fixed"
"IT-0033","/it/contact.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.contact","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0034","/it/editor.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.editor","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0035","/it/electros.html","body copy","P1","CALQUE","Distribuisci le VM su cloud pubblici e nodi privati ​​senza soluzione di continuità, bilanciando costi, prestazioni e conformità.","Deploy VMs across public clouds and private nodes seamlessly, balancing cost, performance, and compliance.","src/i18n/replacements/it.json","byStem.electros","EN: Deploy VMs across public clouds and private nodes seamlessly, balancing cost, pe","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0036","/it/electros.html","body copy","P0","CRITICAL","Guarda gli elettrodi in azione","See Electros in Action","src/i18n/replacements/it.json","byStem.electros","EN: See Electros in Action","Electros (product name) mistranslated as elettrodi (electrodes). Keep Electros.","fixed"
"IT-0037","/it/electros.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.electros","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0038","/it/forms/provider-success.html","body copy","P2","META","Ulteriori informazioni sull'atomosfera","Learn More About Atomosphere","src/i18n/replacements/it.json","byStem.forms_provider-success","EN: Learn More About Atomosphere","About page title: prefer Chi siamo | Elemento.","open"
"IT-0039","/it/index.html","body copy","P1","CALQUE","Elemento ti consente di creare ed eseguire la tua infrastruttura cloud in completa libertà. Scegli dove eseguirlo e noi automatizziamo tutto per te. La tua nuvola. Le tue regole, la tua libertà.","Elemento lets you build and run your own cloud infrastructure with complete freedom. You choose where it runs and we automate everything for you. Your cloud. Your rules, Your freedom.","src/i18n/replacements/it.json","byStem.index","EN: Elemento lets you build and run your own cloud infrastructure with complete free","Use il tuo cloud not nuvola in product copy.","open"
"IT-0041","/it/index.html","body copy","P1","ANGLICISM","Sovranità dei dati tramite distribuzioni self-hostable","Data sovereignty via self-hostable deployments","src/i18n/replacements/it.json","byStem.index","EN: Data sovereignty via self-hostable deployments","Use auto-ospitabile or installabile on-premise.","fixed"
"IT-0042","/it/index.html","body copy","P2","TERMINOLOGY","Scopri i componenti di Cloud Factory","Meet the Cloud Factory Components","src/i18n/replacements/it.json","byStem.index","EN: Meet the Cloud Factory Components","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","open"
"IT-0043","/it/index.html","body copy","P1","CALQUE","Fai girare la tua nuvola ovunque","Spin up your cloud everywhere","src/i18n/replacements/it.json","byStem.index","EN: Spin up your cloud everywhere","Do not use nuvola for cloud infrastructure. E.g. Distribuisci il tuo cloud ovunque.","fixed"
"IT-0044","/it/index.html","body copy","P1","STYLE","Sfuggire al blocco del venditore","Escape vendor lock-in","src/i18n/replacements/it.json","byStem.index","EN: Escape vendor lock-in","Awkward calque. Prefer Libertà dal vendor lock-in or Nessun vincolo al fornitore.","fixed"
"IT-0045","/it/index.html","body copy","P0","CRITICAL","Scopri di più sugli elettrodi","Learn About Electros","src/i18n/replacements/it.json","byStem.index","EN: Learn About Electros","Electros (product name) mistranslated as elettrodi (electrodes). Keep Electros.","fixed"
"IT-0046","/it/index.html","body copy","P1","CALQUE","Pronto. Impostato. Nuvola.","Ready. Set. Cloud.","src/i18n/replacements/it.json","byStem.index","EN: Ready. Set. Cloud.","Calque of Ready. Set. Cloud. Use Pronti. Via. Cloud. or equivalent IT slogan; never nuvola for cloud product.","fixed"
"IT-0047","/it/index.html","body copy","P2","META","Ulteriori informazioni su AtomOS","Learn About AtomOS","src/i18n/replacements/it.json","byStem.index","EN: Learn About AtomOS","About page title: prefer Chi siamo | Elemento.","open"
"IT-0048","/it/index.html","body copy","P0","CRITICAL","Magazzinaggio","Storage","src/i18n/replacements/it.json","byStem.index","EN: Storage","Storage section: magazzinaggio = warehousing. Use Archiviazione or Storage.","fixed"
"IT-0049","/it/install-atomos.html","body copy","P0","CRITICAL","Guida all'installazione degli elettrodi","Electros Installation Guide","src/i18n/replacements/it.json","byStem.install-atomos","EN: Electros Installation Guide","Electros (product name) mistranslated as elettrodi (electrodes). Keep Electros.","fixed"
"IT-0050","/it/install-atomos.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.install-atomos","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0051","/it/orbital.html","body copy","P2","TERMINOLOGY","Che tu abbia bisogno di un server di sviluppo, di un cluster di produzione o di una distribuzione aziendale, Orbital fornisce la base on-premise perfetta per la tua infrastruttura Cloud Factory con so…","Whether you need a development server , production cluster , or enterprise deployment , Orbital provides the perfect on-premise foundation for your Cloud Factory infrastructure with complete data sove","src/i18n/replacements/it.json","byStem.orbital","EN: Whether you need a development server , production cluster , or enterprise deplo","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","fixed"
"IT-0052","/it/orbital.html","body copy","P2","TERMINOLOGY","Soluzioni hardware e software complete progettate per le operazioni di Cloud Factory","Complete hardware and software solutions designed for Cloud Factory operations","src/i18n/replacements/it.json","byStem.orbital","EN: Complete hardware and software solutions designed for Cloud Factory operations","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","open"
"IT-0053","/it/orbital.html","body copy","P2","TERMINOLOGY","La soluzione on-premise completa per la tua Cloud Factory","The Complete On-Premise Solution for Your Cloud Factory","src/i18n/replacements/it.json","byStem.orbital","EN: The Complete On-Premise Solution for Your Cloud Factory","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","open"
"IT-0054","/it/orbital.html","body copy","P2","TERMINOLOGY","Pronto a implementare la tua infrastruttura Cloud Factory?","Ready to deploy your Cloud Factory infrastructure?","src/i18n/replacements/it.json","byStem.orbital","EN: Ready to deploy your Cloud Factory infrastructure?","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","open"
"IT-0055","/it/orbital.html","body copy","P1","STYLE","Strutture di coubicazione","Colocation Facilities","src/i18n/replacements/it.json","byStem.orbital","EN: Colocation Facilities","Colocation → Colocazione (standard IT Italian).","fixed"
"IT-0056","/it/orbital.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.orbital","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0057","/it/products.html","body copy","P2","META","Distribuisci AtomOS sui tuoi server privati. Controllo completo su hardware, rete e sicurezza con clustering autonomo tramite protocollo C4. Ulteriori informazioni sulla tecnologia del protocollo C4 e…","Deploy AtomOS on your own private servers. Full control over hardware, networking, and security with autonomous clustering via C4 protocol. Learn more about our C4 protocol technology and deployment s","src/i18n/replacements/it.json","byStem.products","EN: Deploy AtomOS on your own private servers. Full control over hardware, networkin","About page title: prefer Chi siamo | Elemento.","open"
"IT-0058","/it/products.html","body copy","P2","ANGLICISM","Prezzi basati su server invece che su licenza per CPU o per VM. Incoraggia l'utilizzo efficiente delle risorse e riduce il costo totale di proprietà. Scopri le nostre iniziative di green computing e i…","Server-based pricing instead of per-CPU or per-VM licensing. Encourages efficient resource utilization and reduces total cost of ownership. Learn about our green computing initiatives and pricing mode","src/i18n/replacements/it.json","byStem.products","EN: Server-based pricing instead of per-CPU or per-VM licensing. Encourages efficien","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0059","/it/products.html","body copy","P1","STYLE","2. Coubicazione AtomOS","2. Colocation AtomOS","src/i18n/replacements/it.json","byStem.products","EN: 2. Colocation AtomOS","Colocation → Colocazione (standard IT Italian).","fixed"
"IT-0060","/it/products.html","body copy","P1","STYLE","Coubicazione AtomOS","Colocation AtomOS","src/i18n/replacements/it.json","byStem.products","EN: Colocation AtomOS","Colocation → Colocazione (standard IT Italian).","fixed"
"IT-0061","/it/products.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.products","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0062","/it/signup.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.signup","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0063","/it/solutions/ai.html","body copy","P0","CRITICAL","Integrazione del quadro","Framework Integration","src/i18n/replacements/it.json","byStem.solutions_ai","EN: Framework Integration","framework mistranslated as quadro. Use integrazione del framework / compatibilità con i framework.","fixed"
"IT-0064","/it/solutions/index.html","body copy","P1","CALQUE","Addestra, distribuisci e scala i carichi di lavoro AI senza soluzione di continuità su cloud e nodi on-premise. Gestione cluster GPU e ambienti AI multi-cloud.","Train, deploy, and scale AI workloads seamlessly across clouds and on-prem nodes. GPU cluster management and multi-cloud AI environments.","src/i18n/replacements/it.json","byStem.solutions_index","EN: Train, deploy, and scale AI workloads seamlessly across clouds and on-prem nodes","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0065","/it/solutions/vmware-alternative.html","body copy","P1","CALQUE","Migrazione senza soluzione di continuità tra ambienti on-premise e cloud con gestione coerente","Seamless migration between on-premise and cloud environments with consistent management","src/i18n/replacements/it.json","byStem.solutions_vmware-alternative","EN: Seamless migration between on-premise and cloud environments with consistent man","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0066","/it/technology.html","body copy","P1","CALQUE","Elemento consente alle organizzazioni di gestire infrastrutture IT complesse su più cloud e ambienti on-premise senza soluzione di continuità.","Elemento empowers organizations to manage complex IT infrastructures across multiple clouds and on-premises environments seamlessly.","src/i18n/replacements/it.json","byStem.technology","EN: Elemento empowers organizations to manage complex IT infrastructures across mult","Calque of seamless. Use senza interruzioni, fluido, integrato.","open"
"IT-0067","/it/technology.html","body copy","P2","ANGLICISM","Prevenzione del lock-in del fornitore","Vendor lock-in prevention","src/i18n/replacements/it.json","byStem.technology","EN: Vendor lock-in prevention","Acceptable in B2B tech; alternative: vincolo al fornitore.","open"
"IT-0068","/it/technology.html","body copy","P1","CALQUE","Nuvola verde","Green Cloud","src/i18n/replacements/it.json","byStem.technology","EN: Green Cloud","Green cloud → cloud sostenibile.","fixed"
"IT-0069","/it/technology.html","body copy","P2","META","Casa","Home","src/i18n/replacements/it.json","byStem.technology","EN: Home","Breadcrumb Home mistranslated as Casa. Use Home.","fixed"
"IT-0071","/it/solutions/ai.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/ai.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0072","/it/solutions/ai.html","it.faq.items[2].answer","P1","CALQUE","Elemento offre funzionalità di integrazione dei dati senza soluzione di continuità che ti consentono di lavorare con dati provenienti da più fonti, inclusi set di dati privati, archiviazione cloud e s…","","CMS/solutions/ai.json","it.faq.items[2].answer","CMS it block","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0073","/it/solutions/devops.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/devops.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0074","/it/solutions/industrial.html","it.useCase.subtitle","P1","CALQUE","La telemetria in tempo reale passa senza soluzione di continuità dai PLC all'analisi e all'ottimizzazione","","CMS/solutions/industrial.json","it.useCase.subtitle","CMS it block","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0075","/it/solutions/industrial.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/industrial.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0076","/it/solutions/public-sector.html","it.painPoints.items[1].description","P2","META","Elevati requisiti di conformità per i dati governativi e le informazioni sui cittadini","","CMS/solutions/public-sector.json","it.painPoints.items[1].description","CMS it block","About page title: prefer Chi siamo | Elemento.","fixed"
"IT-0077","/it/solutions/public-sector.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/public-sector.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0078","/it/solutions/regulated.html","it.painPoints.items[1].description","P2","ANGLICISM","Elevato rischio di lock-in quando si utilizzano hyperscaler con requisiti di residenza e conformità dei dati poco chiari","","CMS/solutions/regulated.json","it.painPoints.items[1].description","CMS it block","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0079","/it/solutions/regulated.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/regulated.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0080","/it/solutions/system-integrators.html","it.solution.items[2].description","P1","CALQUE","Livello API per orchestrazione e gestione multi-cloud senza soluzione di continuità","","CMS/solutions/system-integrators.json","it.solution.items[2].description","CMS it block","Calque of seamless. Use senza interruzioni, fluido, integrato.","fixed"
"IT-0081","/it/solutions/system-integrators.html","it.stats.items[1].color","P2","ANGLICISM","green","","CMS/solutions/system-integrators.json","it.stats.items[1].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0082","/it/solutions/vmware-alternative.html","it.stats.items[0].color","P2","ANGLICISM","green","","CMS/solutions/vmware-alternative.json","it.stats.items[0].color","CMS it block","In IT marketing prefer sostenibile or a basse emissioni.","open"
"IT-0083","/it/index.html","visible text","P1","CALQUE","la tua nuvola ovunque","","legacy HTML / pipeline gap","","Live page snapshot","Use il tuo cloud not nuvola in product copy.","fixed"
"IT-0084","/it/index.html","visible text","P0","MISSING","Whether you're a startup scaling rapidly or an enterprise modernizing legacy systems, Elemento adapts to your needs. Discover our","","src/i18n/ui/it.json","blog.byAuthor","Live page snapshot","English body copy block.","fixed"
"IT-0085","/it/index.html","visible text","P0","MISSING","Join hundreds of organizations that have revolutionized their cloud operations with Elemento. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0086","/it/index.html","visible text","P0","MISSING","Elemento provides bank-grade security with end-to-end encryption, compliance-ready architecture, and the ability to run in your own data center for maximum control. We support SOC 2, GDPR, and industr…","","legacy HTML / pipeline gap","","Live page snapshot","FAQ answer still English.","fixed"
"IT-0087","/it/index.html","visible text","P0","MISSING","Elemento supports 235+ data centers worldwide across all major cloud providers. This includes AWS regions, Azure regions, Google Cloud regions, and numerous edge locations. You can deploy workloads in…","","legacy HTML / pipeline gap","","Live page snapshot","FAQ answer still English.","fixed"
"IT-0088","/it/about.html","visible text","P0","MISSING","Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0089","/it/about.html","visible text","P1","ANGLICISM","vendor-neutral","","legacy HTML / pipeline gap","","Live page snapshot","Use indipendente dal fornitore or neutrale rispetto al vendor.","fixed"
"IT-0090","/it/about.html","visible text","P0","MISSING","and learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0091","/it/about.html","visible text","P0","MISSING","Pioneering the next generation of cloud infrastructure with cutting-edge technology and sustainable practices. Discover our","","src/i18n/ui/it.json","blog.byAuthor","English detected on /it/ page","Translate and import via localization pipeline","fixed"
"IT-0092","/it/about.html","visible text","P2","ANGLICISM","-driven on-premise and appliance deployments—so organizations can run cloud-grade stacks without hyperscaler lock-in.","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0093","/it/about.html","visible text","P2","ANGLICISM",": deeper multi-cloud and hybrid operations, broader partner and provider integrations, and the next wave of security and orchestration—so customers keep full data ownership without hyperscaler lock-in…","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0094","/it/products.html","visible text","P1","ANGLICISM","vendor-neutral","","legacy HTML / pipeline gap","","Live page snapshot","Use indipendente dal fornitore or neutrale rispetto al vendor.","fixed"
"IT-0095","/it/products.html","visible text","P1","ANGLICISM","Build your cloud with vendor-neutral, high-performance components that work seamlessly together. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","Use indipendente dal fornitore or neutrale rispetto al vendor.","fixed"
"IT-0096","/it/products.html","visible text","P0","MIXED","Deploy AtomOS on your own private servers. Pieno control over hardware, networking, and security with autonomous clustering via C4 protocol. Scopri di più about our","Full","src/i18n/replacements/it.json","byStem.products","Live page snapshot","Partial translation. Full sentence must be Italian.","fixed"
"IT-0097","/it/products.html","visible text","P2","ANGLICISM","No vendor lock-in. Use your existing cloud accounts, infrastructure, and tools. Elemento works with your current setup, not against it. Read about our","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0098","/it/products.html","visible text","P1","ANGLICISM","Self-hostable on your infrastructure","","legacy HTML / pipeline gap","","Live page snapshot","Use auto-ospitabile or installabile on-premise.","fixed"
"IT-0099","/it/products.html","visible text","P0","MISSING","Server-based pricing instead of per-CPU or per-VM licensing. Encourages efficient resource utilization and reduces total cost of ownership. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
